204000051,125057075,118081091,127088045
204000102,131080060,113022036,115047042
204000153,113031225,082008244,113029246
204000204,091249173,108255176,109000179
204000255,114239113,104196098,073217099
204051000,120024065,110030073,115031074
204051051,121051087,089252035,116027066
204051102,121172020,110018054,112028054
204051153,124019001,107244239,106222240
204051204,114244188,075187172,102215172
204051255,068164094,098185095,097164065
204102000,112247078,071217058,099215059
204102051,081226069,100207051,099183050
204102102,109201011,083201021,098201021
204102153,091173214,094183236,095192244
204102204,045178178,071134133,078150167
204102255,070142098,088124086,089123065
204153000,066144058,090115037,070125009
204153051,094138028,084090029,083119029
204153102,063103019,081109000,081080228
204153153,090113225,050096211,049064203
204153204,065058159,075071146,076071144
204153255,083057083,072021073,079020071
204204000,068011008,031243006,068011008
204204051,077246244,061004000,061005000
204204102,072010251,060252228,061233200
204204153,070255200,061216156,031242184
204204204,046237137,067237145,063223123
204204255,052199053,051199033,022201055
204255000,043155244,033121226,033142226
204255051,022154236,032141219,004114221
204255102,042146210,013116204,042147194
204255153,041135145,001104152,031124151
204255204,026110099,033110093,027111074
204255255,033104041,023062004,023092029
255000000,027035047,236046059,009045058
255000051,253060069,009041028,235006049
255000102,017026025,009024020,009029019
255000153,007009225,006002204,233235203
255000204,011000151,002224174,003247172
255000255,011198096,000198083,005176061
255051000,014026070,004229029,010009050
255051051,012006060,003003039,243004011
255051102,010001010,008221006,001227010
255051153,013221234,005227216,254228217
255051204,006219166,233171151,248200150
255051255,002153059,249163076,249163076
255102000,009213051,004211021,229211053
255102051,248166016,226186023,254182024
255102102,007162249,248178252,255166222
255102153,254181221,245160204,231161177
255102204,245137143,224136111,224136142
255102255,000116081,212074068,248104068
255153000,253093032,240106013,238102239
255153051,253111023,208072006,238100005
255153102,250078252,241108252,245108253
255153153,242075194,235075167,235047168
255153204,239069140,227031125,231051125
255153255,243038066,228022053,228248024
255204000,227003254,219219209,227003254
255204051,228227226,219241230,219243209
255204102,218242204,218235175,218207184
255204153,230235177,222222130,185199159
255204204,226216113,212204103,218203071
255204255,186170050,213179038,207180018
255255000,208137216,195126176,165094197
255255051,200133211,163093194,192129189
255255102,168103179,198125179,190120164
255255153,196116138,190112123,188104122
255255204,200101080,186090076,157062048
255255255,199084023,192084015,199084023

